date;sessions;transactions;purchaseRevenue;conversion_rate;account_display;property_display
2025-09-23;216;4;878.3200019999999;1.8518518518518516;roupa para brincar;Roupa para Brincar – GA4
2025-09-24;235;4;821.91;1.702127659574468;roupa para brincar;Roupa para Brincar – GA4
2025-09-25;451;1;58.63;0.22172949002217296;roupa para brincar;Roupa para Brincar – GA4
2025-09-26;304;11;2921.670011;3.618421052631579;roupa para brincar;Roupa para Brincar – GA4
2025-09-27;163;3;1050.620005;1.8404907975460123;roupa para brincar;Roupa para Brincar – GA4
2025-09-28;157;7;1482.979995;4.45859872611465;roupa para brincar;Roupa para Brincar – GA4
2025-09-29;197;7;3241.7279780000003;3.5532994923857872;roupa para brincar;Roupa para Brincar – GA4
2025-09-30;177;3;4646.457646;1.694915254237288;roupa para brincar;Roupa para Brincar – GA4
2025-10-01;164;3;4635.127506;1.8292682926829267;roupa para brincar;Roupa para Brincar – GA4
2025-10-02;271;2;5221.5507720000005;0.7380073800738007;roupa para brincar;Roupa para Brincar – GA4
2025-10-03;225;3;998.60166;1.3333333333333335;roupa para brincar;Roupa para Brincar – GA4
2025-10-04;208;1;212.399998;0.4807692307692308;roupa para brincar;Roupa para Brincar – GA4
2025-10-05;193;3;842.969995;1.5544041450777202;roupa para brincar;Roupa para Brincar – GA4
2025-10-06;209;4;1464.549998;1.9138755980861244;roupa para brincar;Roupa para Brincar – GA4
2025-10-07;202;2;595.639998;0.9900990099009901;roupa para brincar;Roupa para Brincar – GA4
2025-10-08;301;2;909.379998;0.6644518272425249;roupa para brincar;Roupa para Brincar – GA4
2025-10-09;245;3;599.4100040000001;1.2244897959183674;roupa para brincar;Roupa para Brincar – GA4
2025-10-10;190;4;517.23;2.1052631578947367;roupa para brincar;Roupa para Brincar – GA4
2025-10-11;174;3;565.460001;1.7241379310344827;roupa para brincar;Roupa para Brincar – GA4
2025-10-12;181;1;213.389999;0.5524861878453038;roupa para brincar;Roupa para Brincar – GA4
2025-10-13;244;5;1947.280005;2.0491803278688523;roupa para brincar;Roupa para Brincar – GA4
2025-10-14;305;4;1125.7299950000001;1.3114754098360655;roupa para brincar;Roupa para Brincar – GA4
2025-10-15;253;12;3744.850008;4.743083003952568;roupa para brincar;Roupa para Brincar – GA4
2025-10-16;261;3;584.600001;1.1494252873563218;roupa para brincar;Roupa para Brincar – GA4
2025-10-17;205;2;375.82;0.975609756097561;roupa para brincar;Roupa para Brincar – GA4
2025-10-18;248;3;460.409998;1.2096774193548387;roupa para brincar;Roupa para Brincar – GA4
2025-10-19;197;6;1910.530001;3.0456852791878175;roupa para brincar;Roupa para Brincar – GA4
2025-10-20;238;9;1956.819988;3.7815126050420167;roupa para brincar;Roupa para Brincar – GA4
2025-10-21;244;5;962.71;2.0491803278688523;roupa para brincar;Roupa para Brincar – GA4
2025-10-22;276;5;1089.699997;1.8115942028985508;roupa para brincar;Roupa para Brincar – GA4
2025-10-23;271;10;2498.920006;3.6900369003690034;roupa para brincar;Roupa para Brincar – GA4
2025-10-24;190;3;1663.919997;1.5789473684210527;roupa para brincar;Roupa para Brincar – GA4
2025-10-25;182;7;2370.809998;3.8461538461538463;roupa para brincar;Roupa para Brincar – GA4
2025-10-26;189;4;1037.349997;2.1164021164021163;roupa para brincar;Roupa para Brincar – GA4
2025-10-27;297;3;1683.239998;1.0101010101010102;roupa para brincar;Roupa para Brincar – GA4
2025-10-28;320;8;2770.649998;2.5;roupa para brincar;Roupa para Brincar – GA4
2025-10-29;275;4;1384.610003;1.4545454545454546;roupa para brincar;Roupa para Brincar – GA4
2025-10-30;182;5;1294.629994;2.7472527472527473;roupa para brincar;Roupa para Brincar – GA4
2025-10-31;35;0;0.0;0.0;roupa para brincar;Roupa para Brincar – GA4
2025-08-27;91;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-08-28;88;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-08-29;74;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-08-30;52;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-08-31;77;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-01;62;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-02;30;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-03;20;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-04;29;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-05;22;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-06;27;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-07;34;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-08;12;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-09;10;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-10;52;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-11;76;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-12;93;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-13;88;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-14;131;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-15;152;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-16;89;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-17;67;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-18;121;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-19;53;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-20;7;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-21;79;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-22;103;3;402.400004;2.912621359223301;site minas leds - mercado livre;Minas Leds Tray
2025-09-23;80;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-24;65;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-25;73;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-26;51;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-27;64;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-28;74;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-29;79;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-09-30;82;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-01;94;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-02;88;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-03;75;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-04;92;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-05;115;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-06;85;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-07;67;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-08;69;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-09;63;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-10;59;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-11;96;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-12;74;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-13;71;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-14;65;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-15;48;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-16;46;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-17;48;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-18;54;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-19;96;1;188.520003;1.0416666666666665;site minas leds - mercado livre;Minas Leds Tray
2025-10-20;63;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-21;91;1;42.859999;1.098901098901099;site minas leds - mercado livre;Minas Leds Tray
2025-10-22;74;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-23;101;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-24;59;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-25;104;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-26;83;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-27;95;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-28;79;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-29;47;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-30;20;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-10-31;3;0;0.0;0.0;site minas leds - mercado livre;Minas Leds Tray
2025-08-27;197;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-08-28;178;1;139.899997;0.5617977528089888;www.cactus.com.br;www.cactus.com.br
2025-08-29;169;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-08-30;174;2;636.800003;1.1494252873563218;www.cactus.com.br;www.cactus.com.br
2025-08-31;227;3;654.909999;1.3215859030837005;www.cactus.com.br;www.cactus.com.br
2025-09-01;220;1;393.210003;0.45454545454545453;www.cactus.com.br;www.cactus.com.br
2025-09-02;228;1;199.899998;0.43859649122807015;www.cactus.com.br;www.cactus.com.br
2025-09-03;214;2;425.680003;0.9345794392523363;www.cactus.com.br;www.cactus.com.br
2025-09-04;185;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-05;174;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-06;167;1;75.899999;0.5988023952095809;www.cactus.com.br;www.cactus.com.br
2025-09-07;227;1;263.149999;0.4405286343612335;www.cactus.com.br;www.cactus.com.br
2025-09-08;227;2;395.36;0.881057268722467;www.cactus.com.br;www.cactus.com.br
2025-09-09;174;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-10;156;1;379.900002;0.641025641025641;www.cactus.com.br;www.cactus.com.br
2025-09-11;186;3;1167.029998;1.6129032258064515;www.cactus.com.br;www.cactus.com.br
2025-09-12;153;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-13;195;4;1317.839999;2.051282051282051;www.cactus.com.br;www.cactus.com.br
2025-09-14;257;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-15;218;2;651.16;0.9174311926605505;www.cactus.com.br;www.cactus.com.br
2025-09-16;256;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-17;220;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-18;254;1;273.389998;0.39370078740157477;www.cactus.com.br;www.cactus.com.br
2025-09-19;216;2;282.900002;0.9259259259259258;www.cactus.com.br;www.cactus.com.br
2025-09-20;219;2;365.809998;0.91324200913242;www.cactus.com.br;www.cactus.com.br
2025-09-21;283;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-22;184;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-23;133;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-24;159;2;239.29999600000002;1.257861635220126;www.cactus.com.br;www.cactus.com.br
2025-09-25;177;1;176.599998;0.5649717514124294;www.cactus.com.br;www.cactus.com.br
2025-09-26;164;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-27;146;1;410.639999;0.684931506849315;www.cactus.com.br;www.cactus.com.br
2025-09-28;186;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-29;153;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-09-30;179;1;146.199998;0.5586592178770949;www.cactus.com.br;www.cactus.com.br
2025-10-01;185;1;185.0;0.5405405405405406;www.cactus.com.br;www.cactus.com.br
2025-10-02;193;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-03;159;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-04;155;1;252.97;0.6451612903225806;www.cactus.com.br;www.cactus.com.br
2025-10-05;197;1;395.910002;0.5076142131979695;www.cactus.com.br;www.cactus.com.br
2025-10-06;170;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-07;184;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-08;226;2;1075.119999;0.8849557522123894;www.cactus.com.br;www.cactus.com.br
2025-10-09;310;1;514.950001;0.3225806451612903;www.cactus.com.br;www.cactus.com.br
2025-10-10;158;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-11;142;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-12;215;1;837.630003;0.46511627906976744;www.cactus.com.br;www.cactus.com.br
2025-10-13;232;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-14;208;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-15;179;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-16;170;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-17;225;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-18;222;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-19;205;1;1109.020002;0.4878048780487805;www.cactus.com.br;www.cactus.com.br
2025-10-20;188;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-21;169;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-22;247;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-23;170;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-24;218;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-25;178;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-26;231;2;1467.279999;0.8658008658008658;www.cactus.com.br;www.cactus.com.br
2025-10-27;229;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-28;188;1;575.860001;0.5319148936170213;www.cactus.com.br;www.cactus.com.br
2025-10-29;137;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-30;267;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
2025-10-31;23;0;0.0;0.0;www.cactus.com.br;www.cactus.com.br
